Name;x;y;srid;layer;type;2005-01-01;2005-02-01;2005-03-01;2005-04-01;2005-05-01;2005-06-01;2005-07-01;2005-08-01;2005-09-01;2005-10-01;2005-11-01;2005-12-01;2006-01-01;2006-02-01;2006-03-01;2006-04-01;2006-05-01;2006-06-01;2006-07-01;2006-08-01;2006-09-01;2006-10-01;2006-11-01;2006-12-01;2007-01-01;2007-02-01;2007-03-01;2007-04-01;2007-05-01;2007-06-01;2007-07-01;2007-08-01;2007-09-01;2007-10-01;2007-11-01;2007-12-01
H22_6;583594,703812;2321117,003368;32648;4;puw;-3360;-3600;-3600;-3528;-3600;-3600;-3648;-3600;-3600;-3360;-3600;-3792;-3600;-3648;-3504;-3600;-3600;-3600;-3600;-3600;-3600;-3360;-3408;-3552;-3600;-3552;-3408;-3552;-3552;-3552;-3360;-3504;-3600;-3480;-3408;-3552
H22_7;588613,836282;2320726,493900;32648;4;puw;-3648;-3480;-3984;-3960;-3960;-3960;-3960;-3768;-3720;-3720;-3552;-2880;-2952;-2928;-2952;-2880;-2928;-3384;-3264;-3240;-3120;-3120;-3120;-3120;-3120;-3048;-2928;-2928;-2880;-2880;-3120;-3120;-3048;-3048;-3048;-3048
H23_3;587153,296868;2324766,000625;32648;4;puw;-5520;-5520;-5520;-5040;-5520;-5520;-5520;-5520;-5160;-5184;-5040;-5400;-5424;-5424;-5280;-5352;-5352;-5328;-5352;-5280;-5328;-5280;-5280;-5280;-5280;-5280;-5352;-5352;-5328;-5328;-5280;-5352;-5328;-5328;-5400;-5400
H23b_4;587853,096936;2327855,001867;32648;4;puw;-1800;-1824;-1800;-1728;-1752;-1728;-1752;-1752;-2328;-1680;-1680;-1680;-1680;-1680;-1680;-1680;-1680;-1680;-1728;-1680;-1680;-1968;-1896;-1896;-1896;-1920;-1920;-1800;-1800;-1776;-1776;-1800;-1800;-1800;-1800;-1824
H24_3;586903,398311;2324675,998944;32648;4;puw;-4176;-4320;-4800;-5040;-4320;-4320;-4320;-4320;-4224;-4200;-4248;-4512;-4320;-4368;-4440;-4416;-4440;-4440;-4392;-4368;-4320;-4320;-4320;-4320;-4320;-4320;-4320;-4440;-4440;-4392;-4512;-4488;-4488;-4440;-4392;-4368
H24_4;587353,299821;2328354,000298;32648;4;puw;-4080;-4080;-4128;-4152;-4200;-4200;-4224;-4224;-4224;-4200;-4152;-4128;-4176;-4200;-4152;-4272;-4176;-4128;-4080;-3840;-3600;-4320;-4248;-4224;-4248;-4248;-4272;-4152;-4272;-4176;-4128;-4080;-3840;-3600;-4320;-4248
H24b_4;587353,299821;2328613,997376;32648;4;puw;-4080;-4080;-4128;-4152;-4200;-4200;-4224;-4224;-4224;-4200;-4152;-4128;-4176;-4200;-4152;-4272;-4176;-4128;-4080;-3840;-3600;-4320;-4248;-4224;-4224;-4248;-4248;-4248;-4248;-4272;-4272;-4296;-4296;-4272;-4272;-4272
H25_3;587111,311029;2324659,574708;32648;4;puw;-4296;-4248;-4320;-4320;-4320;-4320;-4320;-4320;-4320;-4320;-4320;-4320;-4320;-4320;-4320;-4320;-4320;-4320;-4440;-4320;-4320;-4320;-4320;-4320;-4320;-4320;-4320;-4320;-4320;-4320;-4320;-4320;-4320;-4320;-4320;-4320
H25_4;587093,399055;2328853,998525;32648;4;puw;-3600;-3600;-3600;-3600;-3408;-3432;-3480;-3432;-3528;-3552;-3432;-3360;-3312;-3360;-3264;-3120;-3120;-3072;-3000;-3000;-3024;-3024;-3024;-3024;-3000;-3000;-3120;-3144;-3168;-3120;-3168;-3120;-3240;-3192;-3120;-3120
H26_4;586853,502707;2329113,995603;32648;4;puw;-2808;-2808;-2832;-2880;-2880;-2880;-2880;-2880;-2880;-2760;-2712;-2712;-2640;-2640;-2640;-2640;-2880;-2880;-2640;-3024;-3024;-3072;-2976;-2880;-2880;-3048;-3048;-3000;-3000;-3024;-3024;-3024;-3000;-2976;-3000;-2928
H27_3;586934,543352;2324497,537671;32648;4;puw;-3600;-3600;-3600;-3600;-3600;-4320;-4320;-4320;-3768;-3600;-3552;-3360;-3840;-3888;-3888;-3840;-3840;-3840;-3912;-3912;-3912;-3936;-3960;-3960;-3960;-3960;-3960;-3960;-3960;-3960;-4008;-4032;-4032;-4032;-4320;-4368
H27_4;586763,499316;2329353,996751;32648;4;puw;-2976;-2976;-2928;-2880;-2976;-2880;-3000;-3000;-3000;-2880;-2880;-2832;-2760;-2736;-2688;-2640;-2400;-2160;-2232;-2160;-2304;-2304;-2304;-2304;-2280;-2280;-2208;-2208;-2160;-2160;-2232;-2208;-2232;-2208;-2232;-2136
H28_3;586713,583756;2324630,113429;32648;4;puw;-2400;-2400;-2928;-2928;-2928;-3000;-2400;-2400;-2400;-2400;-2880;-2880;-2880;-2688;-2640;-2640;-2640;-2640;-2568;-2400;-2400;-2400;-2400;-2400;-2520;-2520;-2592;-2592;-2448;-2376;-2280;-2160;-2208;-2208;-2832;-2832
H29_3;586684,122477;2324482,807031;32648;4;puw;-1920;-1920;-1920;-1920;-1920;-1920;-1920;-1920;-1920;-1920;-1800;-1800;-1800;-1752;-1680;-1776;-1824;-1800;-1800;-1800;-1800;-1920;-1920;-1920;-1872;-1872;-1872;-1872;-1920;-1872;-1872;-1848;-1848;-1848;-1848;-1848
H29_4;586593,601941;2329614,003828;32648;4;puw;-2232;-2208;-2160;-2208;-2160;-2280;-2112;-2112;-2112;-2088;-1920;-2112;-2064;-2040;-1992;-1920;-1920;-1920;-1848;-1848;-1776;-1776;-1752;-1776;-1752;-1752;-1800;-1752;-1752;-1800;-1752;-1776;-1776;-1800;-1800;-1776
H2VC_1;580855,797154;2326104,998076;32648;4;puw;-3000;-2880;-2880;-2880;-2928;-2952;-3000;-3000;-2640;-2520;-2544;-2520;-3552;-3552;-3504;-3360;-2544;-2640;-2568;-2592;-2592;-2664;-2664;-2808;-2808;-2808;-2832;-2832;-2880;-2880;-2880;-2880;-2880;-2880;-3000;-2808
H3_1;580795,800391;2325764,997282;32648;4;puw;-3744;-3600;-3720;-3840;-3840;-3840;-3840;-3720;-3696;-3720;-3720;-3672;-3600;-3600;-3600;-3552;-3552;-3552;-3528;-3504;-3504;-3504;-3552;-3552;-3552;-3552;-3480;-3504;-3504;-3480;-3432;-3456;-3432;-3432;-3432;-3360
H3_5;589702,301732;2323355,997627;32648;4;puw;-3360;-3360;-3360;-3120;-3168;-3264;-3360;-3360;-3360;-3360;-3600;-3888;-3840;-3888;-3912;-3960;-3984;-3840;-3408;-3456;-3408;-3360;-3360;-3360;-3360;-3360;-3384;-3384;-3408;-3408;-3408;-3360;-3360;-3360;-3360;-3312
H3_9;593350,898178;2319617,998486;32648;4;puw;-2808;-2784;-2880;-2712;-2640;-2520;-2496;-2496;-2568;-2520;-2712;-2496;-2400;-2472;-2400;-2448;-2472;-2328;-2400;-2400;-2448;-2352;-2400;-2400;-3120;-2136;-2136;-2400;-2400;-2400;-2400;-2400;-2376;-2400;-2328;-2352
H30_3;586595,738638;2324836,342385;32648;4;puw;-2952;-2880;-3000;-3024;-3072;-3072;-3072;-2640;-2640;-2472;-2496;-2352;-2352;-2280;-2520;-2400;-2352;-2208;-2160;-2160;-2112;-2112;-2640;-2112;-2112;-2064;-2064;-2040;-2040;-1968;-1920;-1968;-1920;-1920;-1920;-1920
H30_4;586433,599578;2329743,997368;32648;4;puw;-3072;-3120;-2640;-2592;-2520;-2400;-3000;-3000;-3000;-2880;-2880;-2880;-2880;-2880;-2880;-2640;-2640;-2640;-2784;-2880;-2880;-2688;-2712;-2640;-2640;-2712;-2712;-2640;-2640;-2400;-2400;-2352;-2400;-2568;-2592;-2592
H31_3;586610,469278;2325013,110062;32648;4;puw;-1920;-1920;-1920;-1920;-1896;-1896;-1896;-1680;-1680;-1680;-1704;-1728;-1680;-1680;-1680;-1680;-1680;-1680;-1680;-2112;-2136;-1920;-1920;-1920;-1920;-1920;-1920;-1872;-1872;-1872;-1848;-1872;-1848;-1872;-1872;-1872
H31_4;586065,435608;2330124,642048;32648;4;puw;-3600;-3600;-3720;-3240;-3240;-4200;-3960;-3600;-3600;-3480;-2640;-3480;-3720;-3960;-3360;-3600;-3456;-3600;-3720;-3480;-3240;-3216;-3480;-3024;-3024;-3168;-3168;-3120;-3120;-3000;-3000;-3000;-3000;-3240;-3600;-3000
H32_3;586463,162881;2324689,035988;32648;4;puw;-4200;-4080;-4080;-4080;-4080;-4128;-4128;-4128;-3480;-3480;-3360;-3360;-3360;-3360;-3240;-3240;-3264;-3240;-3264;-3192;-3120;-3120;-3120;-3120;-3120;-3120;-3000;-3000;-2568;-2568;-2472;-2472;-2448;-2448;-2376;-2688
H32_4;586203,697193;2329893,996836;32648;4;puw;-4320;-4320;-4080;-4200;-4200;-4200;-4080;-4080;-4080;-4080;-3720;-3960;-3960;-4080;-3840;-3840;-3960;-3960;-3960;-3960;-3264;-3600;-3600;-3600;-3720;-3720;-3600;-3600;-3720;-3720;-3240;-3960;-3960;-3960;-3960;-3480
H33_3;586595,738638;2325278,261577;32648;4;puw;-5040;-4728;-4800;-4920;-4968;-4992;-4992;-4992;-4800;-4800;-4752;-4800;-4800;-4920;-4800;-4800;-4800;-4800;-4800;-4752;-4704;-4680;-4800;-4800;-4800;-4800;-4752;-4752;-4512;-4512;-4488;-4488;-4488;-4560;-4440;-4416
H33_4;585853,900232;2330354,003203;32648;4;puw;-3048;-2808;-2760;-3000;-2976;-2904;-2832;-2832;-3432;-3480;-3384;-3288;-3264;-3000;-2976;-2880;-3336;-3072;-2832;-3360;-3120;-2904;-2904;-2856;-2856;-2904;-2904;-2856;-2856;-2808;-2808;-2808;-2856;-3000;-3168;-3072
H34_4;585593,999466;2330853,001633;32648;4;puw;-3048;-2808;-2592;-2736;-2808;-2808;-2760;-2760;-2904;-3936;-3552;-3024;-3072;-2880;-2808;-3000;-3096;-3216;-3552;-3648;-3480;-3480;-2880;-3048;-3048;-3240;-3240;-3192;-3192;-3024;-3024;-3024;-2952;-3408;-3336;-3480
H35_4;585354,103118;2331112,998712;32648;4;puw;-4560;-4560;-4680;-4560;-4704;-4800;-4536;-4560;-4608;-4560;-4560;-4536;-4536;-4488;-4608;-4608;-4536;-4560;-4488;-4488;-4464;-4464;-4416;-4416;-4560;-4560;-4560;-4560;-4632;-4848;-4872;-4848;-4752;-4728;-4560;-4560
H36_4;584094,599877;2331852,998087;32648;4;puw;-4488;-4488;-4464;-4464;-4512;-4632;-4632;-4704;-4560;-4080;-2856;-4464;-4512;-4536;-4488;-4656;-4584;-4584;-4416;-4512;-4560;-4488;-4488;-4536;-4536;-4536;-4536;-4536;-4536;-4488;-4608;-4632;-4608;-4656;-4656;-4200
H37_4;583594,802762;2331852,998087;32648;4;puw;-4560;-4488;-4584;-4416;-4464;-4608;-4872;-4944;-4728;-4656;-4608;-4608;-4512;-4536;-4608;-4320;-4320;-4200;-4680;-4680;-4560;-4560;-4584;-4584;-4560;-4560;-4200;-4200;-4344;-4800;-4872;-5088;-5040;-4944;-4872;-4776
H38_4;583354,799218;2331852,998087;32648;4;puw;-4296;-4272;-4200;-4272;-4176;-4392;-4368;-4416;-4224;-4176;-4104;-4056;-4008;-4128;-4032;-4152;-4128;-4056;-4056;-4056;-4080;-4080;-4080;-4128;-4128;-4152;-4152;-4176;-4176;-4056;-4248;-4272;-4296;-4296;-4176;-4248
H39_4;583094,898452;2331852,998087;32648;4;puw;-3576;-3576;-3600;-3648;-3648;-3648;-4128;-3720;-3696;-3504;-3480;-3744;-3624;-3768;-3504;-3720;-3672;-3648;-3624;-3672;-3600;-3552;-3552;-3528;-3528;-3696;-3696;-3600;-3600;-3624;-3768;-3720;-3792;-3216;-3960;-4056
H3b_8;588103,003739;2318178,001593;32648;4;puw;-4080;-4080;-4080;-4080;-3600;-3744;-2160;-2160;-2160;-3600;-3528;-3528;-3576;-3072;-2880;-2688;-2712;-2640;-2400;-2112;-1632;-1728;-1680;-1680;-1752;-1752;-1800;-1800;-1800;-1800;-1680;-1680;-1680;-1728;-1800;-1752
H3VC_1;581105,703957;2325625,995575;32648;4;puw;-3552;-3528;-3480;-3480;-3480;-3504;-3000;-3000;-3408;-3168;-3192;-3216;-3192;-3120;-3120;-3120;-3072;-3072;-2568;-3048;-3000;-2976;-2976;-3000;-3000;-2976;-2976;-2952;-2976;-2976;-2976;-2976;-3000;-3000;-3000;-2952
H4_1;581317,711918;2325926,717025;32648;4;puw;-3888;-3960;-3984;-4032;-4080;-4080;-4080;-3840;-3888;-3840;-3840;-3888;-3840;-3888;-3888;-3312;-2496;-3120;-3120;-3120;-3072;-3120;-3120;-3120;-3120;-3120;-3120;-3072;-3192;-3216;-3216;-3216;-3216;-3600;-3600;-3600
H4_2;584434,402874;2326485,000727;32648;4;puw;-3840;-3600;-3600;-3600;-3648;-3600;-3600;-3600;-3600;-3480;-3480;-3360;-3648;-3600;-3552;-3480;-3504;-3480;-3504;-3432;-3552;-3480;-3480;-3456;-3456;-3480;-3480;-3480;-3480;-3432;-3432;-3432;-3432;-3432;-3408;-3480
H4_5;589602,403328;2323365,995592;32648;4;puw;-2400;-2400;-2352;-2400;-2280;-2256;-2400;-2400;-2400;-2400;-3600;-3600;-2400;-2400;-2328;-2328;-2328;-2352;-2400;-2400;-2520;-2520;-2400;-2352;-2352;-2352;-2352;-2352;-2352;-2328;-2328;-2304;-2352;-2352;-2304;-2328
H4_9;593350,898178;2319358,001407;32648;4;puw;-4416;-4536;-4320;-4392;-4512;-4224;-4272;-4200;-3864;-3864;-4080;-3696;-3792;-3864;-3864;-3864;-3864;-3864;-3864;-3864;-3864;-3864;-3864;-3864;-3864;-3864;-3120;-3120;-3120;-3120;-3120;-3120;-3120;-3120;-3120;-3120
H40_4;582855,002104;2331852,998087;32648;4;puw;-3624;-3552;-3552;-3960;-3960;-4056;-4152;-4416;-4032;-4032;-3864;-3912;-4008;-4560;-3984;-4056;-3936;-3864;-3744;-3888;-3768;-3672;-3672;-3624;-3624;-3600;-3600;-3696;-3696;-3672;-3864;-3984;-4296;-4488;-4200;-4296
H41_4;582595,101337;2331852,998087;32648;4;puw;-4560;-4536;-4536;-4560;-4512;-4536;-4560;-4632;-4632;-4608;-4584;-4536;-4536;-4488;-4608;-4512;-4584;-4392;-4512;-4560;-4560;-4560;-4464;-4464;-4488;-4488;-4416;-4416;-4416;-4488;-4416;-4488;-4560;-4488;-4560;-4560
H43_4;582355,196743;2331852,998087;32648;4;puw;-4080;-4104;-4104;-4080;-4008;-4128;-4176;-4176;-4224;-4152;-4128;-3960;-4032;-3888;-4008;-4032;-4032;-3960;-3984;-3984;-4056;-4008;-4008;-3936;-3936;-3936;-3936;-3960;-3960;-3912;-4032;-4128;-4176;-4200;-4248;-4224
H44_4;582475,000615;2332083,001270;32648;4;puw;-3120;-3120;-3120;-2880;-2880;-2880;-2880;-2880;-2400;-2400;-3840;-3840;-3840;-3600;-4800;-4800;-4800;-4320;-4320;-4320;-4296;-4272;-4272;-4272;-4272;-4272;-4272;-4272;-4248;-4248;-4200;-4176;-4200;-4152;-4128;-4080
H45_4;582095,295977;2332112,995165;32648;4;puw;-3360;-3240;-3192;-3024;-3000;-3000;-3000;-3000;-2640;-2640;-3720;-3768;-3600;-3600;-3672;-3600;-3600;-3480;-3432;-3360;-3360;-3288;-3288;-3264;-3264;-3264;-3264;-3120;-3120;-3120;-3312;-3312;-3288;-3312;-3312;-3120
H46_4;581855,399629;2332112,995165;32648;4;puw;-3360;-3360;-3312;-3312;-3312;-4800;-4944;-5520;-4920;-4992;-5040;-4920;-4944;-5520;-4872;-4848;-4848;-4800;-4800;-4920;-4920;-6000;-6000;-4968;-4944;-4800;-4800;-4800;-4800;-4800;-4800;-4800;-4800;-4800;-4800;-4800
H4b_8;587853,096936;2318118,003805;32648;4;puw;-1920;-1872;-1872;-1872;-1872;-1080;-1080;-1080;-1848;-1872;-1872;-1872;-1872;-1752;-1752;-1680;-1632;-1632;-1680;-1656;-1680;-1680;-1680;-1680;-1680;-1680;-1680;-1680;-1680;-1680;-1632;-1680;-1704;-1752;-1704;-1680
H5_1;581474,101552;2325640,002697;32648;4;puw;-3264;-3312;-3240;-3360;-3360;-3312;-3240;-3888;-3888;-3888;-4032;-3888;-3888;-3864;-3360;-3432;-3456;-3408;-3360;-3600;-3600;-3552;-3552;0;0;0;0;0;0;0;0;0;0;0;0;0
H5_5;589442,400966;2323355,997627;32648;4;puw;-5352;-5280;-5280;-5520;-5568;-5568;-5592;-5568;-5568;-5568;-5520;-5520;-5352;-5328;-5328;-5328;-5520;-5592;-5712;-5712;-5760;-5808;-5760;-5760;-5808;-5808;-5808;-6000;-6000;-5928;-5928;-6000;-5952;-5904;-5880;-5856
H5_6;583854,596333;2321117,003368;32648;4;puw;-2832;-2640;-2592;-2592;-2568;-2400;-2520;-2520;-2520;-2520;-2520;-2472;-2472;-2472;-2400;-2352;-2352;-2400;-2400;-2568;-2520;-2472;-2448;-2472;-2448;-2448;-2400;-2400;-2400;-2400;-2400;-2400;-2400;-2400;-2400;-2400
H5_8;587853,096936;2317858,996525;32648;4;puw;-2160;-2208;-2160;-2160;-1920;-2640;-2640;-2640;-1872;-1848;-1800;-2112;-3072;-2112;-2160;-2400;-2352;-2352;-2352;-2376;-2352;-2352;-2400;-2400;-2400;-2400;-2352;-2352;-2376;-2376;-2352;-2352;-2520;-2520;-2472;-2400
H5_9;592851,101064;2319118,000259;32648;4;puw;-3792;-3792;-4128;-3768;-3600;-3480;-3528;-3648;-3600;-3648;-4080;-3696;-3504;-3432;-3648;-3168;-3144;-3120;-3000;-3240;-3120;-3120;-3120;-3120;-3000;-3000;-2832;-2832;-2976;-2976;-3120;-3000;-2952;-2976;-2688;-2688
H6_2;584094,599877;2326364,995154;32648;4;puw;-5520;-5520;-5520;-5520;-5472;-5520;-5592;-5592;-5592;-5520;-5520;-5448;-5448;-5424;-5400;-5328;-5352;-5352;-5280;-5280;-5280;-5280;-5280;-5232;-5232;-5208;-5208;-5232;-5232;-5208;-5208;-5184;-5160;-5160;-5232;-5472
H6_5;590412,104009;2323077,004415;32648;4;puw;-5904;-5880;-5328;-5472;-5280;-5328;-5520;-5640;-5640;-5640;-5352;-5280;-5280;-5352;-5304;-5280;-5280;-5352;-5280;-5328;-5352;-5280;-5328;-5280;-5352;-5352;-5352;-5280;-5280;-5280;-5280;-5280;-5328;-5376;-5400;-5448
H6_6;584094,500926;2321056,995582;32648;4;puw;-3168;-3120;-3048;-2880;-2640;-2784;-2808;-2808;-2808;-2808;-2760;-2760;-2760;-2880;-2592;-2352;-2352;-2544;-2640;-2688;-2568;-2592;-2448;-2640;-2640;-2640;-2808;-2808;-2808;-2808;-2808;-2808;-2808;-2808;-2808;-2808
H6_9;592591,200298;2318858,003180;32648;4;puw;-4320;-4320;-4488;-4320;-4320;-4176;-4296;-4248;-4320;-4320;-4128;-3744;-4272;-3936;-3744;-3960;-3960;-3720;-3960;-3960;-3840;-3984;-3792;-3792;-3960;-3960;-4368;-4368;-4080;-3960;-3792;-4008;-3864;-4224;-3408;-4080
H6B_1;580796,413139;2325509,678002;32648;4;puw;-4320;-4272;-4320;-4200;-4320;-4200;-4320;-4200;-4320;-4200;-4176;-4176;-4320;-4320;-4080;-4032;-4032;-4032;-4032;-4032;-4032;-4320;-4320;-4248;-4248;-4200;-4200;-4080;-4080;-3984;-3960;-3984;-3840;-3840;-3792;-3792
H7_2;584533,996182;2326294,999401;32648;4;puw;-5424;-5520;-5424;-5472;-5520;-5520;-5592;-5592;-5592;-5520;-5520;-5520;-5568;-5592;-5568;-5520;-5568;-5592;-5520;-5520;-5520;-5520;-5520;-5520;-5520;-5520;-5520;-5520;-5520;-5520;-5520;-5568;-5568;-5568;-5568;-5568
H7_5;590352,099000;2322866,997161;32648;4;puw;-4320;-4320;-4320;-4320;-4320;-4320;-4320;-4320;-4320;-4320;-4272;-4320;-4320;-4320;-4320;-4320;-4320;-4320;-4320;-4248;-4320;-4320;-4320;-4248;-4320;-4320;-4320;-4320;-4320;-4320;-4320;-4320;-4320;-4320;-4368;-4368
H7_8;588002,514733;2318016,056190;32648;4;puw;-1920;-1920;-1920;-2400;-2304;-1080;-2280;-2280;-2304;-1728;-1680;-1728;-1680;-1632;-1632;-1632;-1632;-1848;-2112;-1800;-1512;-1776;-1776;-1776;-1776;-1776;-1776;-1776;-1776;-1800;-1800;-1800;-1776;-1776;-1776;-1968
H7_9;592591,200298;2318618,002032;32648;4;puw;-3096;-2976;-3000;-2952;-2952;-2976;-2904;-2904;-2904;-2904;-2904;-3264;-3336;-3024;-2880;-2760;-3120;-3096;-3072;-3120;-3000;-2976;-2928;-3072;-3072;-2904;-2904;-3240;-3240;-3240;-2832;-2784;-2784;-2928;-2952;-3216
H8_1;581187,387223;2325327,223429;32648;4;puw;-3120;-3120;-3168;-3120;-3120;-3120;-3168;-3168;-3120;-2400;-2400;-2400;-2352;-2400;-2448;-2496;-2520;-2520;-2544;-2520;-2880;-2880;-3000;-3000;-2880;-2880;-2880;-2880;-2880;-2880;-2880;-2880;-2832;-2832;-2784;-2808
H8_2;584297,758840;2326221,022520;32648;4;puw;-3360;-3360;-3360;-3312;-3600;-3600;-3600;-3600;-3600;-3480;-3480;-3360;-3360;-3360;-3360;-3360;-3360;-3360;-3312;-3312;-3312;-3312;-3288;-3288;-3456;-3240;-3240;-3240;-3240;-3216;-3216;-3240;-3216;-3216;-3192;-3648
H8_5;590592,003594;2322866,997161;32648;4;puw;-4200;-4200;-4176;-4200;-4176;-4200;-4272;-4224;-4224;-4224;-4320;-4152;-4176;-4200;-4224;-4248;-4272;-4320;-4320;-4320;-4320;-4320;-4320;-4272;-4320;-4320;-4320;-4320;-4320;-4320;-4320;-4320;-4320;-4320;-4368;-4368
H8_6;584238,836282;2320932,722856;32648;4;puw;-4320;-4200;-4080;-4080;-4032;-3840;-3840;-3840;-3840;-3840;-3768;-3792;-3720;-4080;-4080;-4032;-4080;-4080;-4080;-4008;-4008;-4080;-4080;-4080;-4080;-4080;-4080;-4080;-4032;-4032;-4080;-4080;-4128;-4080;-4080;-4032
H8_7;588753,777359;2320748,589860;32648;4;puw;-2160;-2040;-2040;-1992;-2040;-2040;-2040;-2040;-1944;-1920;-1920;-1680;-1680;-1728;-1680;-1728;-1776;-1824;-1824;-1680;-1680;-1920;-1920;-1920;-1920;-1920;-1920;-1896;-1680;-1728;-1728;-1848;-1848;-1920;-1920;-1920
H8_8;588157,186450;2318008,690870;32648;4;puw;-4008;-3960;-4320;-4320;-4320;-4320;-3600;-3600;-3600;-3408;-3360;-3408;-3408;-3360;-3360;-3552;-3288;-3312;-3312;-3312;-3312;-3312;-3312;-3312;-3312;-3312;-3312;-3312;-3312;-3312;-3312;-3312;-3312;-3312;-3312;-3312
H8_9;592071,398765;2318618,002032;32648;4;puw;-4248;-4128;-4200;-4200;-3936;-4032;-4128;-4104;-3960;-3600;-3840;-3888;-3840;-3144;-3600;-3600;-3672;-3576;-3432;-3432;-3432;-3384;-3384;-3192;-3192;-3192;-3192;-3480;-2880;-2856;-3144;-2664;-3000;-2928;-2928;-2784
H9_1;581682,621063;2326030,976781;32648;4;puw;-2280;-2352;-2352;-2352;-2376;-2400;0;-2160;-2208;-2232;-2256;-2160;-2136;-2256;-2160;-2208;-2160;-2112;-2088;-2040;-2040;-2112;-2112;-1920;-1920;-1896;-1848;-1848;-1872;-1872;-1872;-1872;-2400;-2400;-2400;-2400
H9_2;584474,526517;2326103,177402;32648;4;puw;-3240;-3240;-3216;-3192;-3192;-3120;-3120;-3120;-3120;-3120;-3120;-3120;-3120;-3096;-3120;-3120;-3120;-3120;-3072;-3048;-3024;-3000;-3000;-3000;-3000;-2976;-2976;-2976;-2976;-2976;-2976;-2976;-2976;-2976;-3240;-3216
H9_5;590514,088807;2322774,052823;32648;4;puw;-3312;-3312;-3120;-2880;-2760;-2400;-2520;-2400;-2400;-2400;-2160;-2160;-2160;-2160;-2112;-2064;-2064;-2544;-2400;-2280;-2328;-2208;-2160;-2112;-2112;-2112;-2136;-2136;-2064;-2064;-2088;-2064;-2040;-2040;-1896;-1872
H9_7;588878,987797;2320741,224540;32648;4;puw;-1752;-1752;-3120;-3168;-3240;-3240;-3240;-3240;-2400;-2352;-2160;-2040;-1680;-1776;-1920;-1680;-1728;-1776;-1680;-1632;-1848;-1848;-1848;-1968;-1968;-2136;-2064;-2064;-1824;-1824;-1872;-1920;-1896;-1920;-1920;-1920
H9_8;588105,629211;2317890,845752;32648;4;puw;-2280;-2280;-3000;-2928;-2856;-2640;-1680;-1680;-1680;-2400;-2160;-2160;-2112;-2088;-1920;-1920;-1920;-1920;-1872;-1872;-2112;-1872;-1872;-1872;-1872;-1872;-1872;-1872;-1872;-1920;-1920;-1968;-1968;-1920;-1920;-1920
H9_9;592071,398765;2318118,003805;32648;4;puw;-3600;-3600;-3552;-3504;-3552;-3576;-3600;-3720;-3960;-3360;-3360;-3360;-3360;-3072;-3120;-3024;-3120;-3120;-3024;-3000;-3024;-2784;-2784;-2880;-2880;-2880;-2880;-3072;-2928;-2808;-2808;-2808;-2784;-2832;-3024;-3144
HPT_4;581595,498862;2332112,995165;32648;4;puw;-5400;-5280;-5664;-5448;-5520;-5592;-5400;-5400;-5400;-5280;-5352;-5352;-5520;-5400;-5280;-5328;-5352;-5328;-5328;-5160;-5160;-5088;-5088;-4992;-4992;-4992;-4992;-4920;-4872;-4896;-4920;-4920;-4872;-4872;-4872;-4872
MD1_1;581708,686002;2326395,885926;32648;4;puw;-2880;-2880;-2880;-2880;-2880;-2880;-2928;-2880;-2880;-2880;-2880;-2928;-2928;-2880;-2880;-2880;-2880;-2880;-2880;-2880;-2880;-2880;-2880;-2880;-2880;-2880;-2928;-2928;-2928;-2760;-2760;-2760;0;-3312;-3312;-3312
MD2_1;581578,361307;2326656,535315;32648;4;puw;-2880;-2880;-2880;-2880;-2880;-2880;-2880;-2880;-2880;-2880;-2880;-2880;-2880;-2880;-2880;-2880;-2880;-2880;-2880;-2880;-2880;-2880;-2880;-2880;-2880;-2808;-2880;-2880;-2880;-2880;-2880;-2880;-2880;-2880;-2880;-2880
MD3_1;581421,971674;2327073,574338;32648;4;puw;-3360;-3360;-3288;-3360;-3312;-3240;-3192;-3240;-3264;-3240;-3240;-3264;-3264;-3264;-3360;-3360;-3432;-3432;-3432;-3408;-3360;-3408;-3408;-3360;-3312;-3360;-3360;-3408;-3360;0;0;0;0;0;0;0
MD4_1;580405,439055;2326187,366414;32648;4;puw;-3000;-3000;-3000;-3120;-3216;-3192;-3120;-3000;-2928;-2976;-2928;-2880;-2880;-2880;-2880;-2880;-2880;-2880;-2880;-2880;-2880;-2880;-2880;-2880;-2880;-3000;-2880;-2880;-2688;0;0;0;0;0;0;0
G82;589825;2318390;32648;4;iw;-100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G85;588149;2325683;32648;4;iw;-250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G87;580652;2325872;32648;4;iw;-50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G89;585324;2320139;32648;4;iw;-75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G90;582070;2324835;32648;4;iw;-75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G91;592239;2317049;32648;4;iw;-50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G95;583264;2322450;32648;4;iw;-454;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G96;590387;2322104;32648;4;iw;-200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G100;586872;2320714;32648;4;iw;-200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
